id;address;lat;lon;municipality_number;municipality_name;rooms;area;luxurious;price;price_per_m2;population;population_density;employees;proportion_foreigners;mean_taxable_income
574;Obstgartenstrasse 30, 8105 Regensdorf, ZH;47.42833328;8.466853142;96;Regensdorf;3;54;0;1640;30.37;18540;1268.125855;11126;35.57173679;72286.7727
575;Wehntalerstrasse 295, 8106 Adlikon b. Regensdorf, ZH;47.4489975;8.466146469;96;Regensdorf;4.5;104;0;2500;24.04;18540;1268.125855;11126;35.57173679;72286.7727
576;Rebrainstrasse 17, 8106 Adlikon b. Regensdorf, ZH;47.44966507;8.466696739;96;Regensdorf;3.5;103;0;2235;21.7;18540;1268.125855;11126;35.57173679;72286.7727
577;Hummelackerstr. 29, 8106 Adlikon b. Regensdorf, ZH;47.452034;8.464168549;96;Regensdorf;4.5;116;0;2050;17.67;18540;1268.125855;11126;35.57173679;72286.7727
578;Loowiesenstrasse 41, 8106 Adlikon b. Regensdorf, ZH;47.45358276;8.46252346;96;Regensdorf;4.5;114;0;2380;20.88;18540;1268.125855;11126;35.57173679;72286.7727
579;Loowiesenstrasse 29, 8106 Adlikon b. Regensdorf, ZH;47.45315933;8.463363647;96;Regensdorf;4;108;0;2310;21.39;18540;1268.125855;11126;35.57173679;72286.7727
580;Dorfstrasse 10, 8181 Höri, ZH;47.50333786;8.497507095;60;Höri;4.5;104;0;2800;26.92;2872;599.5824635;1266;33.87883008;66330.86191
581;Dorfstrasse 10, 8181 Höri, ZH;47.50333786;8.497507095;60;Höri;4.5;104;0;2500;24.04;2872;599.5824635;1266;33.87883008;66330.86191
582;8181 Höri, ZH;47.50917816;8.503972054;60;Höri;4.5;100;0;1800;18;2872;599.5824635;1266;33.87883008;66330.86191
583;Tannenstrasse 8, 8442 Hettlingen, ZH;47.54757309;8.715942383;221;Hettlingen;4.5;120;0;2990;24.92;3169;537.1186441;702;9.056484696;101569.7276
585;Alte Obfelderstrasse 21, 8910 Affoltern am Albis, ZH;47.2754364;8.445223808;2;Affoltern am Albis;2;46;0;1420;30.87;12303;1161.756374;6920;28.700317;71059.8056
586;zürichstrasse 157, 8910 Affoltern am Albis, ZH;47.28336334;8.453010559;2;Affoltern am Albis;3;70;0;1740;24.86;12303;1161.756374;6920;28.700317;71059.8056
587;Alte Dorfstrasse 28, 8910 Affoltern am Albis, ZH;47.27804947;8.454066277;2;Affoltern am Albis;3.5;91;0;2670;29.34;12303;1161.756374;6920;28.700317;71059.8056
588;Zürichstrasse 170, 8910 Affoltern am Albis, ZH;47.28475571;8.453343391;2;Affoltern am Albis;3.5;81;0;1900;23.46;12303;1161.756374;6920;28.700317;71059.8056
589;Pfruendhofstrasse 54, 8910 Affoltern am Albis, ZH;47.27677536;8.455918312;2;Affoltern am Albis;3.5;80;0;2089;26.11;12303;1161.756374;6920;28.700317;71059.8056
590;Pfruendhofstrasse 48, 8910 Affoltern am Albis, ZH;47.27651215;8.4567976;2;Affoltern am Albis;5.5;124;0;2769;22.33;12303;1161.756374;6920;28.700317;71059.8056
591;Bungert 6, 8909 Zwillikon, ZH;47.2874527;8.430000305;2;Affoltern am Albis;2.5;54;0;1960;36.3;12303;1161.756374;6920;28.700317;71059.8056
592;Bungert 6, 8909 Zwillikon, ZH;47.2874527;8.430000305;2;Affoltern am Albis;2.5;80;0;2145;26.81;12303;1161.756374;6920;28.700317;71059.8056
593;Rudolfingerstrasse 8, 8465 Wildensbuch, ZH;47.65116882;8.675714493;40;Trüllikon;3.5;85;0;2900;34.12;1061;110.9832636;309;8.199811499;71893.63057
594;Winkel 1, 8466 Trüllikon, ZH;47.63720322;8.691605568;40;Trüllikon;5.5;152;0;2150;14.14;1061;110.9832636;309;8.199811499;71893.63057
595;8615 Wermatswil, ZH;47.36240768;8.747447968;198;Uster;6.5;170;0;5500;32.35;35007;1228.746929;17237;23.00968378;78620.73876
596;Poststrasse, 8610 Uster, ZH;47.34986877;8.718284607;198;Uster;3.5;87;0;2450;28.16;35007;1228.746929;17237;23.00968378;78620.73876
597;8606 Nänikon, ZH;47.37546921;8.690289497;198;Uster;3.5;132;0;2580;19.55;35007;1228.746929;17237;23.00968378;78620.73876
598;Kanalweg 2, 8610 Uster, ZH;47.34582138;8.726376534;198;Uster;4.5;101;0;1911;18.92;35007;1228.746929;17237;23.00968378;78620.73876
599;Meierackerstr. 4, 8610 Uster, ZH;47.36004257;8.716106415;198;Uster;2.5;73;0;2150;29.45;35007;1228.746929;17237;23.00968378;78620.73876
600;Zeltweg 43, 8610 Uster, ZH;47.34960938;8.708863258;198;Uster;2.5;50;0;1410;28.2;35007;1228.746929;17237;23.00968378;78620.73876
601;Brunnenwiesenstr. 42, 8610 Uster, ZH;47.35499954;8.716510773;198;Uster;3.5;75;0;1846;24.61;35007;1228.746929;17237;23.00968378;78620.73876
602;Leubergstrasse 13, 8615 Wermatswil, ZH;47.36230469;8.742115021;198;Uster;3.5;124;0;3000;24.19;35007;1228.746929;17237;23.00968378;78620.73876
603;Freiestrasse 15, 8610 Uster, ZH;47.34874344;8.721585274;198;Uster;3.5;88;0;2050;23.3;35007;1228.746929;17237;23.00968378;78620.73876
604;Stöcklerstrasse 2, 8610 Uster, ZH;47.34369278;8.734594345;198;Uster;3.5;78;0;1750;22.44;35007;1228.746929;17237;23.00968378;78620.73876
605;Wermatswilerstrasse 92, 8610 Uster, ZH;47.35684967;8.730287552;198;Uster;4.5;101;0;1900;18.81;35007;1228.746929;17237;23.00968378;78620.73876
606;Oberlandstrasse 106, 8610 Uster, ZH;47.35125732;8.720507622;198;Uster;3.5;83;0;2800;33.73;35007;1228.746929;17237;23.00968378;78620.73876
607;Im Lot 13, 8610 Uster, ZH;47.34845734;8.711673737;198;Uster;4.5;113;0;3520;31.15;35007;1228.746929;17237;23.00968378;78620.73876
608;Stöcklerstr. 8, 8610 Uster, ZH;47.34269333;8.735127449;198;Uster;2;49;0;1565;31.94;35007;1228.746929;17237;23.00968378;78620.73876
609;Seestrasse 78, 8610 Uster, ZH;47.34431839;8.700759888;198;Uster;4.5;101;0;3210;31.78;35007;1228.746929;17237;23.00968378;78620.73876
610;Stöcklerstr. 6, 8610 Uster, ZH;47.34308243;8.734877586;198;Uster;3;69;0;1770;25.65;35007;1228.746929;17237;23.00968378;78620.73876
611;Oberlandstr. 77, 8610 Uster, ZH;47.35471344;8.715872765;198;Uster;4.5;96;0;2245;23.39;35007;1228.746929;17237;23.00968378;78620.73876
612;Wilstrasse 19, 8610 Uster, ZH;47.34847641;8.710393906;198;Uster;3.5;66;0;1568;23.76;35007;1228.746929;17237;23.00968378;78620.73876
613;Brandgrubenstrasse 23, 8610 Uster, ZH;47.35429382;8.710342407;198;Uster;3;58;0;1630;28.1;35007;1228.746929;17237;23.00968378;78620.73876
614;Breitigasse 13, 8610 Uster, ZH;47.34459305;8.735006332;198;Uster;3.5;73;0;1850;25.34;35007;1228.746929;17237;23.00968378;78620.73876
615;Lorenweg 22, 8610 Uster, ZH;47.35791397;8.709260941;198;Uster;2.5;65;0;1810;27.85;35007;1228.746929;17237;23.00968378;78620.73876
616;Wybüelstrasse 16, 8702 Zollikon, ZH;47.3437233;8.577806473;161;Zollikon;3.5;100;1;5550;55.5;13067;1664.585987;5764;26.05800872;164756.6693
617;Alte Landstrasse, 8702 Zollikon, ZH;47.34526825;8.569451332;161;Zollikon;3;78;0;2800;35.9;13067;1664.585987;5764;26.05800872;164756.6693
618;Bühlstrasse 5, 8125 Zollikerberg, ZH;47.34742355;8.605626106;161;Zollikon;5.5;137;0;4414;32.22;13067;1664.585987;5764;26.05800872;164756.6693
619;Hinter Zünen 9, 8702 Zollikon, ZH;47.34143448;8.575063705;161;Zollikon;3.5;100;0;4950;49.5;13067;1664.585987;5764;26.05800872;164756.6693
620;Rietholzstr. 60, 8125 Zollikerberg, ZH;47.34309387;8.598343849;161;Zollikon;4.5;92;0;2590;28.15;13067;1664.585987;5764;26.05800872;164756.6693
621;Wilhofstrasse 4, 8332 Russikon, ZH;47.39202118;8.775553703;178;Russikon;4.5;150;0;3435;22.9;4393;308.7139845;1207;13.31664011;86142.66808
622;Tobelacherweg 19, 8332 Rumlikon, ZH;47.40826416;8.76249218;178;Russikon;5.5;146;0;2838;19.44;4393;308.7139845;1207;13.31664011;86142.66808
623;Dorfstrasse 20, 8332 Russikon, ZH;47.40920639;8.760706902;178;Russikon;2.5;78;0;1560;20;4393;308.7139845;1207;13.31664011;86142.66808
624;Im Berg 8b, 8332 Russikon, ZH;47.39666748;8.773603439;178;Russikon;4.5;97;0;2571;26.51;4393;308.7139845;1207;13.31664011;86142.66808
625;Landstrasse 28, 8450 Andelfingen, ZH;47.59244156;8.679210663;30;Andelfingen;3.5;75;0;1740;23.2;2247;333.3827893;1551;13.35113485;83329.59184
626;Landstrasse 28, 8450 Andelfingen, ZH;47.59244156;8.679210663;30;Andelfingen;3.5;75;0;1590;21.2;2247;333.3827893;1551;13.35113485;83329.59184
627;Thurweg 3, 8450 Andelfingen, ZH;47.59724045;8.678853035;30;Andelfingen;3.5;95;0;2180;22.95;2247;333.3827893;1551;13.35113485;83329.59184
628;Bahnhofstrasse 83, 8245 Feuerthalen, ZH;47.68774796;8.649845123;27;Feuerthalen;3.5;69;0;1490;21.59;3614;1457.258065;1165;22.49584947;71714.19829
629;Rütenenweg 14, 8245 Feuerthalen, ZH;47.6882515;8.642364502;27;Feuerthalen;3.5;78;0;1630;20.9;3614;1457.258065;1165;22.49584947;71714.19829
630;Kirchweg 91, 8245 Feuerthalen, ZH;47.68903732;8.649232864;27;Feuerthalen;4.5;113;0;2370;20.97;3614;1457.258065;1165;22.49584947;71714.19829
631;Kirchstrasse 12, 8245 Feuerthalen, ZH;47.69120407;8.637242317;27;Feuerthalen;3.5;77;0;1370;17.79;3614;1457.258065;1165;22.49584947;71714.19829
632;Adlergasse 1, 8245 Feuerthalen, ZH;47.69389343;8.641320229;27;Feuerthalen;2.5;57;0;1300;22.81;3614;1457.258065;1165;22.49584947;71714.19829
633;Forenackerstrasse 6, 8246 Langwiesen, ZH;47.68531418;8.654377937;27;Feuerthalen;3.5;77;0;1424;18.49;3614;1457.258065;1165;22.49584947;71714.19829
634;Kirchweg 112, 8246 Langwiesen, ZH;47.68610001;8.654781342;27;Feuerthalen;4.5;99;0;1710;17.27;3614;1457.258065;1165;22.49584947;71714.19829
635;8421 Dättlikon, ZH;47.52352142;8.610370636;215;Dättlikon;4;90;0;1480;16.44;776;269.4444444;150;8.24742268;92979.50311
636;8175 Windlach, ZH;47.54396439;8.486028671;100;Stadel;4.5;107;0;2080;19.44;2293;177.8898371;497;14.08634976;73920.75848
637;Buechenstrasse 14, 8174 Stadel b. Niederglatt, ZH;47.5317421;8.465595245;100;Stadel;3.5;84;0;2015;23.99;2293;177.8898371;497;14.08634976;73920.75848
638;Zelglistrasse 5a, 8175 Windlach, ZH;47.53774261;8.467618942;100;Stadel;5.5;160;0;3500;21.88;2293;177.8898371;497;14.08634976;73920.75848
639;8175 Windlach, ZH;47.54396439;8.486028671;100;Stadel;4.5;160;0;2390;14.94;2293;177.8898371;497;14.08634976;73920.75848
640;Ländischstrasse 132, 8706 Meilen, ZH;47.27481461;8.627966881;156;Meilen;3.5;91;0;2500;27.47;14335;1200.586265;5910;23.1880014;130712.3491
641;Obere Kirchgasse 8, 8706 Meilen, ZH;47.27129745;8.64195919;156;Meilen;3.5;105;0;2500;23.81;14335;1200.586265;5910;23.1880014;130712.3491
642;Seestrasse 807, 8706 Meilen, ZH;47.26577377;8.653788567;156;Meilen;3;77;0;1920;24.94;14335;1200.586265;5910;23.1880014;130712.3491
643;Sonnenbergstrasse 3, 8603 Schwerzenbach, ZH;47.38380051;8.649947166;197;Schwerzenbach;4.5;122;0;2940;24.1;5170;1973.282443;2646;27.13733075;77981.56682
644;8603 Schwerzenbach, ZH;47.38341522;8.662425041;197;Schwerzenbach;4.5;122;0;2980;24.43;5170;1973.282443;2646;27.13733075;77981.56682
645;Vieristr. 4, 8603 Schwerzenbach, ZH;47.38544464;8.652511597;197;Schwerzenbach;4.5;103;0;2340;22.72;5170;1973.282443;2646;27.13733075;77981.56682
646;Sellenbüren 2, 8143 Stallikon, ZH;47.34522629;8.479542732;13;Stallikon;4.5;98;0;2390;24.39;3755;312.3960067;775;22.29027963;97786.53478
647;Püntenstrasse 12, 8143 Stallikon, ZH;47.32553101;8.489510536;13;Stallikon;3.5;107;0;2400;22.43;3755;312.3960067;775;22.29027963;97786.53478
648;Lindenstr. 17, 8302 Kloten, ZH;47.44934464;8.583712578;62;Kloten;1.5;59;0;1450;24.58;20130;1044.628957;37403;33.43765524;70964.08794
649;Am Balsberg 32, 8302 Kloten, ZH;47.44306946;8.576788902;62;Kloten;1;29;0;1150;39.66;20130;1044.628957;37403;33.43765524;70964.08794
650;Säntisstrasse 6, 8302 Kloten, ZH;47.45159149;8.592599869;62;Kloten;4.5;111;0;3015;27.16;20130;1044.628957;37403;33.43765524;70964.08794
651;Hasenbühlweg 12, 8302 Kloten, ZH;47.44351196;8.580924988;62;Kloten;3;68;0;1525;22.43;20130;1044.628957;37403;33.43765524;70964.08794
652;Flurstrasse 42, 8302 Kloten, ZH;47.45456696;8.590968132;62;Kloten;4;86;0;2400;27.91;20130;1044.628957;37403;33.43765524;70964.08794
653;Am Balsberg 28, 8302 Kloten, ZH;47.44229889;8.576706886;62;Kloten;4.5;97;0;2355;24.28;20130;1044.628957;37403;33.43765524;70964.08794
654;Am Balsberg 22, 8302 Kloten, ZH;47.44192123;8.576112747;62;Kloten;5.5;119;0;2825;23.74;20130;1044.628957;37403;33.43765524;70964.08794
655;Lochäckerstrasse 12, 8302 Kloten, ZH;47.44470596;8.590353012;62;Kloten;2.5;63;0;2102;33.37;20130;1044.628957;37403;33.43765524;70964.08794
656;Balsbergweg 11, 8302 Kloten, ZH;47.44378662;8.577267647;62;Kloten;3;64;0;1710;26.72;20130;1044.628957;37403;33.43765524;70964.08794
657;Schwimmbadstr. 9, 8302 Kloten, ZH;47.44452667;8.581310272;62;Kloten;1;26;0;1020;39.23;20130;1044.628957;37403;33.43765524;70964.08794
658;Hamelirainstrasse 17, 8302 Kloten, ZH;47.44870758;8.587029457;62;Kloten;2.5;53;0;3000;56.6;20130;1044.628957;37403;33.43765524;70964.08794
659;Lochäckerstrasse 14, 8302 Kloten, ZH;47.44467926;8.590867043;62;Kloten;3.5;84;0;2354;28.02;20130;1044.628957;37403;33.43765524;70964.08794
660;Lochäckerstrasse 12, 8302 Kloten, ZH;47.44470596;8.590353012;62;Kloten;2.5;56;0;2370;42.32;20130;1044.628957;37403;33.43765524;70964.08794
661;Willikonerstrasse 52, 8618 Oetwil am See, ZH;47.26665115;8.727725029;157;Oetwil am See;4;95;0;1870;19.68;4840;792.1440262;2303;29.25619835;68443.80331
662;Glärnischstrasse 62, 8618 Oetwil am See, ZH;47.27785873;8.7202034;157;Oetwil am See;4.5;98;0;1965;20.05;4840;792.1440262;2303;29.25619835;68443.80331
663;8618 Oetwil am See, ZH;47.27054977;8.739869118;157;Oetwil am See;5.5;140;0;4590;32.79;4840;792.1440262;2303;29.25619835;68443.80331
664;Gossauerstrasse 4, 8618 Oetwil am See, ZH;47.27293396;8.721443176;157;Oetwil am See;3.5;78;0;1553;19.91;4840;792.1440262;2303;29.25619835;68443.80331
665;Bergstrasse 19, 8618 Oetwil am See, ZH;47.26916504;8.717760086;157;Oetwil am See;4.5;101;0;2345;23.22;4840;792.1440262;2303;29.25619835;68443.80331
666;Aronenweg 9, 8618 Oetwil am See, ZH;47.27603149;8.718671799;157;Oetwil am See;3.5;78;0;1720;22.05;4840;792.1440262;2303;29.25619835;68443.80331
667;Glärnischstr. 56, 8618 Oetwil am See, ZH;47.2779274;8.720858574;157;Oetwil am See;3.5;87;0;1720;19.77;4840;792.1440262;2303;29.25619835;68443.80331
668;Aronenweg 11, 8618 Oetwil am See, ZH;47.27605438;8.718195915;157;Oetwil am See;4.5;90;0;2040;22.67;4840;792.1440262;2303;29.25619835;68443.80331
669;Rütibuckstrasse 6, 8248 Uhwiesen, ZH;47.67509079;8.631156921;34;Laufen-Uhwiesen;5.5;125;0;2950;23.6;1761;280.4140127;472;13.79897785;93635.79921
670;Sunnebergstr . 6, 8248 Uhwiesen, ZH;47.67268753;8.633426666;34;Laufen-Uhwiesen;6;220;0;2800;12.73;1761;280.4140127;472;13.79897785;93635.79921
671;Seerenstrasse 14, 8187 Weiach, ZH;47.56271362;8.427143097;102;Weiach;1.5;46;0;1420;30.87;1903;198.6430063;290;26.11665791;71193.0192
672;Untere Bühlenstrasse 9, 8708 Männedorf, ZH;47.25941467;8.686032295;155;Männedorf;3.5;148;0;3870;26.15;11359;2381.341719;4984;20.38031517;100477.3293
673;Im Wiesli 4, 8708 Männedorf, ZH;47.25152969;8.699829102;155;Männedorf;2.5;62;1;1584;25.55;11359;2381.341719;4984;20.38031517;100477.3293
674;Seestrasse 67, 8708 Männedorf, ZH;47.25766754;8.682857513;155;Männedorf;3.5;90;0;2500;27.78;11359;2381.341719;4984;20.38031517;100477.3293
675;Bahnhofstrasse 19, 8803 Rüschlikon, ZH;47.31246567;8.554110527;139;Rüschlikon;4.5;144;0;6660;46.25;6092;2079.180887;3050;33.65068943;162801.3366
676;Zürichstrasse 87, 8600 Dübendorf, ZH;47.39490891;8.606677055;191;Dübendorf;3.5;79;0;2250;28.48;29303;2151.468429;20104;35.94512507;77732.53943
677;Immenhauserstrasse 10, 8600 Dübendorf, ZH;47.39925003;8.628621101;191;Dübendorf;3;69;0;1760;25.51;29303;2151.468429;20104;35.94512507;77732.53943
678;8600 Dübendorf, ZH;47.39389801;8.592878342;191;Dübendorf;2.5;55;1;2417;43.95;29303;2151.468429;20104;35.94512507;77732.53943
679;Seidenstr. 12, 8600 Dübendorf, ZH;47.40465927;8.606596947;191;Dübendorf;2.5;129;0;2230;17.29;29303;2151.468429;20104;35.94512507;77732.53943
680;Höglerstr. 32, 8600 Dübendorf, ZH;47.39236832;8.613376617;191;Dübendorf;3.5;99;0;2238;22.61;29303;2151.468429;20104;35.94512507;77732.53943
681;Seidenstr. 26, 8600 Dübendorf, ZH;47.40491867;8.607484818;191;Dübendorf;2;66;0;1650;25;29303;2151.468429;20104;35.94512507;77732.53943
682;Bahnhofstrasse 55, 8600 Dübendorf, ZH;47.39982605;8.62195015;191;Dübendorf;1;8;0;86;10.75;29303;2151.468429;20104;35.94512507;77732.53943
683;Seidenstr. 20, 8600 Dübendorf, ZH;47.40487289;8.606994629;191;Dübendorf;2;66;0;1650;25;29303;2151.468429;20104;35.94512507;77732.53943
684;Seidenstr. 16, 8600 Dübendorf, ZH;47.4047966;8.606780052;191;Dübendorf;3.5;105;0;2400;22.86;29303;2151.468429;20104;35.94512507;77732.53943
685;Giessenstrasse 1, 8600 Dübendorf, ZH;47.4015274;8.611455917;191;Dübendorf;3.5;83;0;2080;25.06;29303;2151.468429;20104;35.94512507;77732.53943
686;Zelgliweg 5, 8311 Brütten, ZH;47.47098541;8.672099113;213;Brütten;5.5;270;0;4600;17.04;2067;313.1818182;388;7.547169811;98593.10345
687;8311 Brütten, ZH;47.47438812;8.675364494;213;Brütten;6.5;227;0;3540;15.59;2067;313.1818182;388;7.547169811;98593.10345
688;Bahnhofstr. 57, 8902 Urdorf, ZH;47.38595581;8.427886009;250;Urdorf;3.5;74;0;1900;25.68;9981;1316.754617;6398;24.92736199;76047.68064
689;Murzlenstrasse 5, 8166 Niederweningen, ZH;47.5065918;8.376549721;91;Niederweningen;5.5;150;0;2850;19;3073;448.6131387;843;17.05174097;82240.22801
690;Gumpenwisenstrasse 10, 8166 Niederweningen, ZH;47.50951767;8.378198624;91;Niederweningen;4.5;112;0;2495;22.28;3073;448.6131387;843;17.05174097;82240.22801
691;Surbgasse 9, 8166 Niederweningen, ZH;47.50879669;8.37475872;91;Niederweningen;4.5;102;0;2650;25.98;3073;448.6131387;843;17.05174097;82240.22801
692;Murzlenstrasse 66, 8166 Niederweningen, ZH;47.50921631;8.367651939;91;Niederweningen;4.5;111;0;2700;24.32;3073;448.6131387;843;17.05174097;82240.22801
693;Murzlenstrasse 66, 8166 Niederweningen, ZH;47.50921631;8.367651939;91;Niederweningen;4.5;111;0;2800;25.23;3073;448.6131387;843;17.05174097;82240.22801
694;8910 Affoltern am Albis, ZH;47.27145767;8.438882828;10;Obfelden;6.5;151;0;4990;33.05;5721;758.7533156;1252;21.46477888;75105.74822
695;8912 Obfelden, ZH;47.26014328;8.42961216;10;Obfelden;4.5;104;0;3200;30.77;5721;758.7533156;1252;21.46477888;75105.74822
696;8184 Bachenbülach, ZH;47.50405121;8.544760704;51;Bachenbülach;3.5;126;0;3850;30.56;4180;969.837587;1848;24.784689;78556.58402
697;Länggenstrasse 18, 8184 Bachenbülach, ZH;47.50402069;8.543021202;51;Bachenbülach;4.5;117;0;2565;21.92;4180;969.837587;1848;24.784689;78556.58402
698;In der Höh 5, 8604 Volketswil, ZH;47.38458633;8.669207573;199;Volketswil;4.5;116;0;2595;22.37;18640;1327.635328;11193;24.59763949;80595.52826
699;Pfäffikerstrasse 112, 8605 Gutenswil, ZH;47.38589478;8.71959877;199;Volketswil;5.5;160;0;3950;24.69;18640;1327.635328;11193;24.59763949;80595.52826
700;Riedstr. 28, 8604 Volketswil, ZH;47.38731384;8.663931847;199;Volketswil;5.5;171;0;4354;25.46;18640;1327.635328;11193;24.59763949;80595.52826
701;Grindelstrasse 45, 8604 Volketswil, ZH;47.38715744;8.664961815;199;Volketswil;4.5;109;0;2490;22.84;18640;1327.635328;11193;24.59763949;80595.52826
702;Sunnebüelstr. 33, 8604 Volketswil, ZH;47.39295578;8.682061195;199;Volketswil;4;86;0;1798;20.91;18640;1327.635328;11193;24.59763949;80595.52826
703;In der Höh 24, 8604 Volketswil, ZH;47.38404083;8.669712067;199;Volketswil;3.5;105;0;2705;25.76;18640;1327.635328;11193;24.59763949;80595.52826
704;Grindelstrasse 57, 8604 Volketswil, ZH;47.38798904;8.665402412;199;Volketswil;4.5;93;0;2300;24.73;18640;1327.635328;11193;24.59763949;80595.52826
705;Ackerstr. 29, 8604 Volketswil, ZH;47.38687515;8.667529106;199;Volketswil;4.5;107;0;2395;22.38;18640;1327.635328;11193;24.59763949;80595.52826
706;8115 Hüttikon, ZH;47.44529724;8.387365341;87;Hüttikon;4.5;144;0;2950;20.49;952;598.7421384;129;15.86134454;87312.07865
707;Hinterdorfstrasse 2, 8914 Aeugst am Albis, ZH;47.26818848;8.485293388;1;Aeugst am Albis;3.5;140;0;3200;22.86;1981;250.4424779;442;14.18475517;105013.5706
708;Pfarrhausweg 3, 8914 Aeugst am Albis, ZH;47.26779938;8.486969948;1;Aeugst am Albis;2.5;60;0;1870;31.17;1981;250.4424779;442;14.18475517;105013.5706
709;Langenweg 12, 8428 Teufen ZH, ZH;47.54861069;8.570264816;57;Freienstein-Teufen;6.5;180;0;3400;18.89;2389;284.4047619;691;14.77605693;75734.09742
710;Breitestrasse 9, 8427 Freienstein, ZH;47.53303146;8.58389473;57;Freienstein-Teufen;4.5;164;0;2930;17.87;2389;284.4047619;691;14.77605693;75734.09742
711;Hauptstrasse 1e, 8544 Attikon, ZH;47.53627014;8.795984268;298;Wiesendangen;3.5;109;0;2750;25.23;6594;343.9749609;1573;8.932362754;82569.43522
712;Leingrüeblerstrasse 12, 8542 Wiesendangen, ZH;47.52568054;8.781398773;298;Wiesendangen;4.5;100;0;3350;33.5;6594;343.9749609;1573;8.932362754;82569.43522
713;Hauptstrasse 1d, 8544 Attikon, ZH;47.53608704;8.795804024;298;Wiesendangen;4.5;121;0;3020;24.96;6594;343.9749609;1573;8.932362754;82569.43522
714;Ringstrasse 1, 8952 Schlieren, ZH;47.39822388;8.447646141;247;Schlieren;4.5;97;0;2590;26.7;18791;2851.441578;18945;46.11782236;64322.798
715;Badenerstrasse 110, 8952 Schlieren, ZH;47.39788437;8.431954384;247;Schlieren;4.5;110;0;2843;25.85;18791;2851.441578;18945;46.11782236;64322.798
716;Lättenstrasse 22, 8952 Schlieren, ZH;47.40343857;8.4405756;247;Schlieren;3.5;77;0;2180;28.31;18791;2851.441578;18945;46.11782236;64322.798
717;Urdorferstrasse 40b, 8952 Schlieren, ZH;47.39493179;8.441030502;247;Schlieren;3.5;72;0;2050;28.47;18791;2851.441578;18945;46.11782236;64322.798
718;Güterstrasse 3, 8952 Schlieren, ZH;47.39883423;8.447376251;247;Schlieren;1;84;0;2115;25.18;18791;2851.441578;18945;46.11782236;64322.798
719;Urdorferstrasse 40b, 8952 Schlieren, ZH;47.39493179;8.441030502;247;Schlieren;3.5;73;0;1990;27.26;18791;2851.441578;18945;46.11782236;64322.798
720;Badenerstrasse 90, 8952 Schlieren, ZH;47.39736176;8.433037758;247;Schlieren;3.5;87;0;2170;24.94;18791;2851.441578;18945;46.11782236;64322.798
721;Brandstrasse 21, 8952 Schlieren, ZH;47.40125656;8.445633888;247;Schlieren;4.5;98;0;2788;28.45;18791;2851.441578;18945;46.11782236;64322.798
722;Goldschlägiplatz 2, 8952 Schlieren, ZH;47.40031052;8.441031456;247;Schlieren;3.5;76;0;2245;29.54;18791;2851.441578;18945;46.11782236;64322.798
723;Brandstrasse 43, 8952 Schlieren, ZH;47.40077591;8.441206932;247;Schlieren;3.5;97;0;2210;22.78;18791;2851.441578;18945;46.11782236;64322.798
724;Goldschlägiplatz 1, 8952 Schlieren, ZH;47.4003067;8.440872192;247;Schlieren;2.5;57;0;1898;33.3;18791;2851.441578;18945;46.11782236;64322.798
725;Edikerstrasse 14, 8635 Dürnten, ZH;47.28050995;8.84348011;113;Dürnten;4.5;132;0;3100;23.48;7606;744.2270059;1836;18.39337365;71290.79243
726;Nauenstrasse 42, 8632 Tann, ZH;47.27296066;8.856590271;113;Dürnten;4.5;99;0;2070;20.91;7606;744.2270059;1836;18.39337365;71290.79243
727;Grüningerstrasse 6, 8133 Esslingen, ZH;47.28868866;8.712890625;192;Egg;3.5;70;0;1680;24;8796;605.3682037;2469;19.91814461;95135.11251
728;Bachtelweg 2, 8132 Egg b. Zürich, ZH;47.2977562;8.692445755;192;Egg;3.5;102;0;2272;22.27;8796;605.3682037;2469;19.91814461;95135.11251
729;8932 Mettmenstetten, ZH;47.24298859;8.458034515;9;Mettmenstetten;4.5;101;0;2850;28.22;5200;399.0790484;1680;14.76923077;86996.40977
730;Steig 37, 8193 Eglisau, ZH;47.57766724;8.520560265;55;Eglisau;5.5;140;0;3200;22.86;5339;589.2935982;1536;24.14309796;86144.94542
731;Bahnstr. 90, 8193 Eglisau, ZH;47.57431793;8.515888214;55;Eglisau;5.5;141;0;2655;18.83;5339;589.2935982;1536;24.14309796;86144.94542
732;Bahnstr. 92, 8193 Eglisau, ZH;47.57445526;8.515942574;55;Eglisau;5.5;141;0;2660;18.87;5339;589.2935982;1536;24.14309796;86144.94542
733;Bassersdorferstrasse 9, 8305 Dietlikon, ZH;47.42808151;8.619171143;54;Dietlikon;7.5;200;0;4700;23.5;7847;1846.352941;5808;25.76780935;79948.4291
734;Grundstrasse 5, 8305 Dietlikon, ZH;47.4298439;8.619918823;54;Dietlikon;4.5;114;0;3500;30.7;7847;1846.352941;5808;25.76780935;79948.4291
735;Dornenstrasse 26, 8305 Dietlikon, ZH;47.42155457;8.618280411;54;Dietlikon;2.5;65;0;1833;28.2;7847;1846.352941;5808;25.76780935;79948.4291
736;Riedmühlestr. 7d, 8305 Dietlikon, ZH;47.42698669;8.622231483;54;Dietlikon;4.5;118;0;2940;24.92;7847;1846.352941;5808;25.76780935;79948.4291
737;Riedmühlestr. 7b, 8305 Dietlikon, ZH;47.426754;8.621732712;54;Dietlikon;4.5;102;0;2650;25.98;7847;1846.352941;5808;25.76780935;79948.4291
